subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
109,001,0,source,24,MOTHER,HF,target,left,aqua,pleasantness,liberal,no,1,1,1.21315394505,-,-
109,001,0,source,25,APOSTLE,LF,target,right,yellow,imageability,liberal,no,9,1,2.21276094194,-,-
109,001,0,source,26,MAILBOX,LF,target,left,aqua,pleasantness,conservative,no,1,1,0.973248661729,-,-
109,001,0,source,27,AUDACIOUS,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.38653942459,-,-
109,001,0,source,28,SHEARING,LF,target,left,aqua,pleasantness,liberal,no,1,1,0.853332497471,-,-
109,001,0,source,29,EARLIER,HF,target,right,yellow,imageability,liberal,no,8,1,1.62630026462,-,-
109,001,0,source,30,NOSTRIL,LF,target,left,aqua,pleasantness,liberal,no,1,1,0.839962327387,-,-
109,001,0,source,31,OUGHT,HF,target,left,aqua,pleasantness,liberal,no,8,0,2.03954006906,-,-
109,001,0,source,32,INTEREST,HF,target,left,aqua,pleasantness,conservative,no,7,0,2.21272318141,-,-
109,001,0,source,33,ORPHANAGE,LF,target,left,aqua,pleasantness,conservative,no,8,0,1.91953408608,-,-
109,001,0,source,34,FEELING,HF,target,right,yellow,imageability,liberal,no,8,1,0.919897027314,-,-
109,001,0,source,35,PUMPKIN,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.65298194753,-,-
109,001,0,source,36,BAFFLING,LF,target,left,aqua,pleasantness,liberal,no,2,1,2.3326771062,-,-
109,001,0,source,37,SYSTEM,HF,target,right,yellow,imageability,conservative,no,2,0,1.26649824722,-,-
109,001,0,source,38,POSITION,HF,target,right,yellow,imageability,conservative,no,2,0,2.27940319257,-,-
109,001,0,source,39,VILLAGE,HF,target,right,yellow,imageability,conservative,no,9,1,1.83961001778,-,-
109,001,0,source,40,TERMS,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.42639440938,-,-
109,001,0,source,41,RUDIMENTS,LF,target,right,yellow,imageability,conservative,yes,8,1,1.22645226005,-,-
109,001,0,source,42,VEILING,LF,target,left,aqua,pleasantness,liberal,no,2,1,2.63920740958,-,-
109,001,0,source,43,LOANED,LF,target,right,yellow,imageability,liberal,no,3,0,1.71937343874,-,-
109,001,0,source,44,DEITIES,LF,target,left,aqua,pleasantness,liberal,no,1,1,1.62615252187,-,-
109,001,0,source,45,GUESSWORK,LF,target,right,yellow,imageability,conservative,yes,2,0,1.13318625046,-,-
109,001,0,source,46,TAMING,LF,target,right,yellow,imageability,conservative,no,3,0,2.51920912525,-,-
109,001,0,source,47,LEVEL,HF,target,right,yellow,imageability,conservative,no,3,0,1.54629994201,-,-
109,001,0,recog,0,PEEKED,LF,target,right,yellow,imageability,conservative,no,z,1,1.54631533951,1,1
109,001,0,recog,1,HAUNCHES,LF,target,left,aqua,pleasantness,conservative,no,z,1,1.27962792286,1,2
109,001,0,recog,2,LEVEL,HF,target,right,yellow,imageability,conservative,yes,m,0,2.35935512302,-1,1
109,001,0,recog,3,INTEREST,HF,target,left,aqua,pleasantness,conservative,no,z,1,1.23980409972,1,2
109,001,0,recog,4,SUDDENLY,HF,lure,-,-,-,liberal,no,m,1,1.35975179216,1,3
109,001,0,recog,5,DIFFERENT,HF,lure,-,-,-,conservative,no,m,1,1.43968685862,3,6
109,001,0,recog,6,WISPY,LF,lure,-,-,-,conservative,no,m,1,0.893056970031,3,9
109,001,0,recog,7,ALDER,LF,lure,-,-,-,liberal,no,m,1,0.719964776363,1,10
109,001,0,recog,8,HUMAN,HF,target,left,aqua,pleasantness,conservative,no,z,1,2.53262952052,1,11
109,001,0,recog,9,GANGWAY,LF,lure,-,-,-,conservative,no,m,1,1.1998281345,3,14
109,001,0,recog,10,DAUGHTER,HF,lure,-,-,-,conservative,no,m,1,2.0925584574,3,17
109,001,0,recog,11,RUDIMENTS,LF,target,right,yellow,imageability,conservative,no,m,0,1.93286136299,-1,16
109,001,0,recog,12,ANAEMIC,LF,lure,-,-,-,liberal,no,m,1,1.39975488628,1,17
109,001,0,recog,13,CLEAR,HF,target,left,aqua,pleasantness,conservative,no,z,1,3.42566376092,1,18
109,001,0,recog,14,CYNIC,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.680055167119,1,19
109,001,0,recog,15,POWER,HF,lure,-,-,-,liberal,no,m,1,1.86622241186,1,20
109,001,0,recog,16,OLDER,HF,lure,-,-,-,conservative,no,m,1,1.26647075173,3,23
109,001,0,recog,17,REACHED,HF,target,right,yellow,imageability,conservative,no,z,1,0.799782895134,1,24
109,001,0,recog,18,NOSTRIL,LF,target,left,aqua,pleasantness,liberal,no,z,1,0.773263252631,3,27
109,001,0,recog,19,REUNITED,LF,lure,-,-,-,liberal,no,m,1,1.98615397362,1,28
109,001,0,recog,20,FATHER,HF,lure,-,-,-,liberal,no,m,1,0.666685730277,1,29
109,001,0,recog,21,DEVELOPED,HF,target,right,yellow,imageability,conservative,no,z,1,0.733288020652,1,30
109,001,0,recog,22,BOOKS,HF,lure,-,-,-,conservative,yes,z,0,0.746436026646,-3,27
109,001,0,recog,23,ORPHANAGE,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.640037408622,1,28
109,001,0,recog,24,DEITIES,LF,target,left,aqua,pleasantness,liberal,no,z,1,0.760041558591,3,31
109,001,0,recog,25,POLICE,HF,target,left,aqua,pleasantness,conservative,no,z,1,0.880038376432,1,32
109,001,0,recog,26,AUSPICES,LF,lure,-,-,-,liberal,no,z,0,0.906331455568,-1,31
109,001,0,recog,27,DESERTER,LF,target,right,yellow,imageability,liberal,no,z,1,1.11988426937,3,34
109,001,0,recog,28,SLOWLY,HF,lure,-,-,-,liberal,no,m,1,1.06641971995,1,35
109,001,0,recog,29,DARKEN,LF,target,right,yellow,imageability,liberal,no,z,1,0.693350549205,3,38
109,001,0,recog,30,PSEUDONYM,LF,lure,-,-,-,conservative,no,m,1,1.06650550605,3,41
109,001,0,recog,31,CLOSE,HF,lure,-,-,-,liberal,no,m,1,1.31983815023,1,42
109,001,0,recog,32,VEILING,LF,target,left,aqua,pleasantness,liberal,yes,m,0,0.613272505871,-3,39
109,001,0,recog,33,HOARD,LF,target,right,yellow,imageability,liberal,no,z,1,1.43973745051,3,42
109,001,0,recog,34,LOANED,LF,target,right,yellow,imageability,liberal,no,z,1,0.60005081183,3,45
109,001,0,recog,35,MAILBOX,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.653147287434,1,46
109,001,0,recog,36,RETURN,HF,lure,-,-,-,liberal,no,m,1,0.999756206118,1,47
109,001,0,recog,37,UNEARTHED,LF,lure,-,-,-,conservative,no,m,1,1.11984504241,3,50
109,001,0,recog,38,BYPASS,LF,lure,-,-,-,liberal,no,m,1,1.70629948744,1,51
109,001,0,recog,39,OVENS,LF,lure,-,-,-,conservative,no,m,1,0.666733755788,3,54
109,001,0,recog,40,MANDARIN,LF,lure,-,-,-,liberal,no,m,1,0.586694572819,1,55
109,001,0,recog,41,TIMES,HF,lure,-,-,-,conservative,no,z,0,0.853280805808,-3,52
109,001,0,recog,42,BIRCHES,LF,target,right,yellow,imageability,conservative,no,z,1,1.09322568274,1,53
109,001,0,recog,43,MUTATIONS,LF,lure,-,-,-,liberal,no,m,1,0.813301174552,1,54
109,001,0,recog,44,ADDED,HF,target,left,aqua,pleasantness,liberal,no,z,1,2.17260937177,3,57
109,001,0,recog,45,TOMBSTONE,LF,lure,-,-,-,conservative,no,m,1,0.719960743678,3,60
109,001,0,recog,46,DANDELION,LF,lure,-,-,-,liberal,no,m,1,1.33305434516,1,61
109,001,0,recog,47,TAMING,LF,target,right,yellow,imageability,conservative,no,z,1,0.800108809082,1,62
109,001,0,recog,48,AUDACIOUS,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.813080476946,1,63
109,001,0,recog,49,TWENTY,HF,lure,-,-,-,conservative,no,m,1,1.79936899542,3,66
109,001,0,recog,50,SHEARING,LF,target,left,aqua,pleasantness,liberal,no,z,1,0.866731996066,3,69
109,001,0,recog,51,ALREADY,HF,target,right,yellow,imageability,liberal,no,z,1,1.39975305327,3,72
109,001,0,recog,52,GUESSWORK,LF,target,right,yellow,imageability,conservative,no,z,1,1.29312713869,1,73
109,001,0,recog,53,HARDLY,HF,lure,-,-,-,liberal,no,m,1,0.9199256227,1,74
109,001,0,recog,54,GNOMES,LF,lure,-,-,-,liberal,no,m,1,0.879981552309,1,75
109,001,0,recog,55,VILLAGE,HF,target,right,yellow,imageability,conservative,no,z,1,0.653362119338,1,76
109,001,0,recog,56,PREPARED,HF,lure,-,-,-,liberal,no,m,1,1.22648305504,1,77
109,001,0,recog,57,SIMILAR,HF,lure,-,-,-,liberal,no,m,1,1.21288632165,1,78
109,001,0,recog,58,EARLIER,HF,target,right,yellow,imageability,liberal,no,m,0,2.03946784744,-3,75
109,001,0,recog,59,AREAS,HF,lure,-,-,-,liberal,no,m,1,0.919905459275,1,76
109,001,0,recog,60,SMOCK,LF,target,left,aqua,pleasantness,liberal,no,z,1,0.626786752604,3,79
109,001,0,recog,61,NUMBER,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.813305940421,3,82
109,001,0,recog,62,TERMS,HF,target,left,aqua,pleasantness,conservative,no,z,1,0.533423958695,1,83
109,001,0,recog,63,APOSTLE,LF,target,right,yellow,imageability,liberal,no,z,1,0.613396785746,3,86
109,001,0,recog,64,PUMPKIN,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.533409294381,1,87
109,001,0,recog,65,TALKING,HF,lure,-,-,-,conservative,no,m,1,1.26643445756,3,90
109,001,0,recog,66,OTHERS,HF,lure,-,-,-,conservative,no,m,1,1.10652106488,3,93
109,001,0,recog,67,MEMBERS,HF,lure,-,-,-,conservative,no,m,1,0.719793204102,3,96
109,001,0,recog,68,TROUBLE,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.640037775214,3,99
109,001,0,recog,69,OUGHT,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.799980129872,3,102
109,001,0,recog,70,TOWARDS,HF,target,right,yellow,imageability,liberal,no,z,1,0.693473362655,3,105
109,001,0,recog,71,TATTERS,LF,lure,-,-,-,conservative,no,m,1,0.706682592048,3,108
109,001,0,recog,72,HANDS,HF,lure,-,-,-,conservative,no,m,1,1.71964802762,3,111
109,001,0,recog,73,TRUTH,HF,lure,-,-,-,liberal,no,m,1,1.69295681297,1,112
109,001,0,recog,74,UMBILICAL,LF,lure,-,-,-,liberal,yes,z,0,1.39974242169,-1,111
109,001,0,recog,75,CRYPT,LF,lure,-,-,-,conservative,no,m,1,2.05278925871,3,114
109,001,0,recog,76,SYSTEM,HF,target,right,yellow,imageability,conservative,no,z,1,0.653366518614,1,115
109,001,0,recog,77,SURER,LF,lure,-,-,-,conservative,no,m,1,0.613379555172,3,118
109,001,0,recog,78,JADED,LF,lure,-,-,-,conservative,no,z,0,0.586727567483,-3,115
109,001,0,recog,79,DOODLE,LF,target,right,yellow,imageability,liberal,no,z,1,2.15919960814,3,118
109,001,0,recog,80,PUTTS,LF,lure,-,-,-,liberal,no,m,1,0.720003270137,1,119
109,001,0,recog,81,RESEARCH,HF,target,right,yellow,imageability,liberal,no,z,1,0.773322643072,3,122
109,001,0,recog,82,EIGHT,HF,target,left,aqua,pleasantness,conservative,no,z,1,0.813375229191,1,123
109,001,0,recog,83,MADDENED,LF,target,right,yellow,imageability,conservative,no,z,1,1.06653740094,1,124
109,001,0,recog,84,NEITHER,HF,target,right,yellow,imageability,liberal,no,z,1,0.973028697306,3,127
109,001,0,recog,85,BAFFLING,LF,target,left,aqua,pleasantness,liberal,no,z,1,2.03927537857,3,130
109,001,0,recog,86,MOTHER,HF,target,left,aqua,pleasantness,liberal,no,m,0,1.18649572501,-3,127
109,001,0,recog,87,VALUE,HF,lure,-,-,-,conservative,no,m,1,1.01322682656,3,130
109,001,0,recog,88,FEELING,HF,target,right,yellow,imageability,liberal,no,z,1,0.893263736623,3,133
109,001,0,recog,89,WAITING,HF,lure,-,-,-,liberal,no,m,1,0.666676565073,1,134
109,001,0,recog,90,TAKEN,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.799970964727,3,137
109,001,0,recog,91,UNDER,HF,lure,-,-,-,conservative,no,m,1,0.999890017789,3,140
109,001,0,recog,92,MAGGOT,LF,lure,-,-,-,conservative,no,m,1,0.986566040257,3,143
109,001,0,recog,93,DRYER,LF,lure,-,-,-,conservative,no,m,1,0.786426289531,3,146
109,001,0,recog,94,POSITION,HF,target,right,yellow,imageability,conservative,no,z,1,0.626674570725,1,147
109,001,0,recog,95,HOBBLE,LF,lure,-,-,-,liberal,no,m,1,0.746785403462,1,148
109,001,1,source,0,MONEY,HF,target,right,yellow,imageability,liberal,no,9,1,1.37312452844,-,-
109,001,1,source,1,TUBERS,LF,target,right,yellow,imageability,conservative,no,9,1,1.02654310537,-,-
109,001,1,source,2,SEVEN,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.06654729933,-,-
109,001,1,source,3,DREADING,LF,target,right,yellow,imageability,conservative,no,3,0,1.62629146606,-,-
109,001,1,source,4,POPES,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.59950126737,-,-
109,001,1,source,5,ASKED,HF,target,right,yellow,imageability,conservative,no,2,0,1.38620397885,-,-
109,001,1,source,6,HOSPITAL,HF,target,right,yellow,imageability,conservative,no,9,1,1.04000822664,-,-
109,001,1,source,7,INCLUDING,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.14656081976,-,-
109,001,1,source,8,ANIMAL,HF,target,right,yellow,imageability,conservative,no,8,1,1.73291298136,-,-
109,001,1,source,9,LIGHT,HF,target,left,aqua,pleasantness,liberal,no,2,1,1.306421421,-,-
109,001,1,source,10,STRAIGHT,HF,target,left,aqua,pleasantness,liberal,no,1,1,1.13317415246,-,-
109,001,1,source,11,BEYOND,HF,target,left,aqua,pleasantness,liberal,no,8,0,1.38616988441,-,-
109,001,1,source,12,REOPEN,LF,target,right,yellow,imageability,liberal,no,9,1,1.25326152227,-,-
109,001,1,source,13,USUAL,HF,target,right,yellow,imageability,liberal,no,2,0,1.42643253657,-,-
109,001,1,source,14,MATERIAL,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.02633633878,-,-
109,001,1,source,15,MORNING,HF,target,right,yellow,imageability,conservative,no,3,0,1.79934040009,-,-
109,001,1,source,16,LESSENED,LF,target,left,aqua,pleasantness,liberal,no,3,1,0.879991817346,-,-
109,001,1,source,17,BLIGHTED,LF,target,right,yellow,imageability,conservative,no,8,1,1.30632536992,-,-
109,001,1,source,18,SITTING,HF,target,right,yellow,imageability,liberal,no,1,0,1.37312232878,-,-
109,001,1,source,19,UPKEEP,LF,target,right,yellow,imageability,conservative,no,9,1,1.82629300578,-,-
109,001,1,source,20,JINGLE,LF,target,right,yellow,imageability,liberal,yes,8,1,1.27961802448,-,-
109,001,1,source,21,PLACE,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.62611622777,-,-
109,001,1,source,22,AGATE,LF,target,right,yellow,imageability,liberal,no,9,1,1.17318127927,-,-
109,001,1,source,23,VAINLY,LF,target,left,aqua,pleasantness,conservative,no,9,0,1.22630635026,-,-
109,001,1,source,24,TRADE,HF,target,right,yellow,imageability,conservative,no,3,0,1.4398481659,-,-
109,001,1,source,25,SIPHON,LF,target,right,yellow,imageability,conservative,no,8,1,1.2131722754,-,-
109,001,1,source,26,WINDOW,HF,target,left,aqua,pleasantness,conservative,yes,8,0,0.546690378804,-,-
109,001,1,source,27,FUTURE,HF,target,right,yellow,imageability,conservative,no,8,1,2.11952572741,-,-
109,001,1,source,28,GREATER,HF,target,left,aqua,pleasantness,liberal,no,2,1,1.14653772354,-,-
109,001,1,source,29,YANKED,LF,target,right,yellow,imageability,liberal,no,9,1,1.26624382177,-,-
109,001,1,source,30,ADMIRALS,LF,target,left,aqua,pleasantness,liberal,yes,8,0,0.640071503061,-,-
109,001,1,source,31,MERELY,HF,target,left,aqua,pleasantness,liberal,no,2,1,0.906720425992,-,-
109,001,1,source,32,PUCKERED,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.35953219439,-,-
109,001,1,source,33,ABBOT,LF,target,left,aqua,pleasantness,liberal,no,2,1,1.74625308957,-,-
109,001,1,source,34,OCCUPANCY,LF,target,left,aqua,pleasantness,liberal,no,2,1,1.05300115776,-,-
109,001,1,source,35,BAWLED,LF,target,right,yellow,imageability,conservative,yes,2,0,0.519869018521,-,-
109,001,1,source,36,TURNED,HF,target,left,aqua,pleasantness,liberal,no,8,0,0.813408957096,-,-
109,001,1,source,37,HIVES,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.06656196358,-,-
109,001,1,source,38,NIGHT,HF,target,left,aqua,pleasantness,conservative,no,8,0,1.05321562308,-,-
109,001,1,source,39,CHURCH,HF,target,right,yellow,imageability,liberal,no,2,0,1.10648880346,-,-
109,001,1,source,40,OEDIPAL,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.18624606536,-,-
109,001,1,source,41,RALLIED,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.30623225158,-,-
109,001,1,source,42,HALLMARK,LF,target,left,aqua,pleasantness,liberal,no,1,1,0.706714486936,-,-
109,001,1,source,43,BUBBLED,LF,target,left,aqua,pleasantness,liberal,no,1,1,1.02655410359,-,-
109,001,1,source,44,BLOOD,HF,target,right,yellow,imageability,liberal,no,8,1,1.07986724412,-,-
109,001,1,source,45,VAGABOND,LF,target,right,yellow,imageability,liberal,no,9,1,1.06655866414,-,-
109,001,1,source,46,FREEDOM,HF,target,right,yellow,imageability,liberal,no,9,1,0.91993405472,-,-
109,001,1,source,47,TIRADE,LF,target,right,yellow,imageability,liberal,no,9,1,1.27984385454,-,-
109,001,1,recog,0,SEVEN,HF,target,left,aqua,pleasantness,conservative,no,z,1,1.70641350228,1,149
109,001,1,recog,1,ABBOT,LF,target,left,aqua,pleasantness,liberal,no,z,1,1.06653373485,3,152
109,001,1,recog,2,UNLESS,HF,lure,-,-,-,conservative,no,z,0,1.02656143572,-3,149
109,001,1,recog,3,GREATER,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.680064698856,3,152
109,001,1,recog,4,RALLIED,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.586743331631,1,153
109,001,1,recog,5,APTLY,LF,lure,-,-,-,conservative,no,m,1,0.626710131648,3,156
109,001,1,recog,6,FUTURE,HF,target,right,yellow,imageability,conservative,yes,m,0,1.10652583075,-1,155
109,001,1,recog,7,SOPHISTS,LF,lure,-,-,-,liberal,no,m,1,0.919975847937,1,156
109,001,1,recog,8,LIGHT,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.560053216759,3,159
109,001,1,recog,9,MONEY,HF,target,right,yellow,imageability,liberal,no,z,1,0.546520273027,3,162
109,001,1,recog,10,PUCKERED,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.640042541141,1,163
109,001,1,recog,11,MOUTH,HF,lure,-,-,-,conservative,no,m,1,0.959870426275,3,166
109,001,1,recog,12,WINDOW,HF,target,left,aqua,pleasantness,conservative,no,z,1,0.640083967708,1,167
109,001,1,recog,13,ROUND,HF,lure,-,-,-,liberal,no,m,1,0.82663761673,1,168
109,001,1,recog,14,WEAKENS,LF,lure,-,-,-,liberal,no,z,0,0.746696317859,-1,167
109,001,1,recog,15,GLASS,HF,lure,-,-,-,liberal,no,z,0,1.34639995248,-1,166
109,001,1,recog,16,FISHY,LF,lure,-,-,-,conservative,no,m,1,0.640037775214,3,169
109,001,1,recog,17,WALKED,HF,lure,-,-,-,conservative,no,m,1,1.07985771238,3,172
109,001,1,recog,18,KENNEL,LF,lure,-,-,-,conservative,no,m,1,0.520156438695,3,175
109,001,1,recog,19,FREEDOM,HF,target,right,yellow,imageability,liberal,yes,m,0,0.533518543351,-3,172
109,001,1,recog,20,UPKEEP,LF,target,right,yellow,imageability,conservative,no,z,1,2.57257432415,1,173
109,001,1,recog,21,UNNAMED,LF,lure,-,-,-,conservative,no,m,1,0.693350915797,3,176
109,001,1,recog,22,BLIGHTED,LF,target,right,yellow,imageability,conservative,no,z,1,0.919983913249,1,177
109,001,1,recog,23,FLICKS,LF,lure,-,-,-,liberal,no,m,1,0.853267607978,1,178
109,001,1,recog,24,TUBERS,LF,target,right,yellow,imageability,conservative,no,z,1,0.879920695443,1,179
109,001,1,recog,25,DREADING,LF,target,right,yellow,imageability,conservative,no,z,1,0.919986846158,1,180
109,001,1,recog,26,UNTIL,HF,lure,-,-,-,liberal,no,m,1,0.866575088177,1,181
109,001,1,recog,27,REOPEN,LF,target,right,yellow,imageability,liberal,no,z,1,0.90660457802,3,184
109,001,1,recog,28,HURDLES,LF,lure,-,-,-,conservative,no,z,0,1.71970631817,-3,181
109,001,1,recog,29,PLACE,HF,target,left,aqua,pleasantness,conservative,no,z,1,0.653325092047,1,182
109,001,1,recog,30,WREATH,LF,lure,-,-,-,liberal,no,m,1,0.626672737708,1,183
109,001,1,recog,31,HOSPITAL,HF,target,right,yellow,imageability,conservative,no,z,1,0.68014865194,1,184
109,001,1,recog,32,TRADE,HF,target,right,yellow,imageability,conservative,no,z,1,2.25269291428,1,185
109,001,1,recog,33,RATHER,HF,lure,-,-,-,liberal,no,m,1,0.693305456545,1,186
109,001,1,recog,34,NUCLEAR,HF,lure,-,-,-,conservative,no,z,0,0.573359230475,-3,183
109,001,1,recog,35,HALLMARK,LF,target,left,aqua,pleasantness,liberal,no,z,1,0.773389365582,3,186
109,001,1,recog,36,WHITE,HF,lure,-,-,-,liberal,no,m,1,0.680014473677,1,187
109,001,1,recog,37,COWARDS,LF,lure,-,-,-,liberal,no,m,1,1.11966173869,1,188
109,001,1,recog,38,MORNING,HF,target,right,yellow,imageability,conservative,no,z,1,0.919709324371,1,189
109,001,1,recog,39,EFFECT,HF,lure,-,-,-,liberal,no,m,1,0.719964043121,1,190
109,001,1,recog,40,HEMMED,LF,lure,-,-,-,liberal,no,z,0,0.839967826556,-1,189
109,001,1,recog,41,OEDIPAL,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.800093044934,1,190
109,001,1,recog,42,SIPHON,LF,target,right,yellow,imageability,conservative,no,z,1,0.879898332467,1,191
109,001,1,recog,43,USUAL,HF,target,right,yellow,imageability,liberal,no,z,1,0.653321059362,3,194
109,001,1,recog,44,MERELY,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.546738037781,3,197
109,001,1,recog,45,FURTHER,HF,lure,-,-,-,conservative,no,m,1,0.826703239407,3,200
109,001,1,recog,46,DICHOTOMY,LF,lure,-,-,-,conservative,no,m,1,0.546526871913,3,203
109,001,1,recog,47,INVOLVED,HF,lure,-,-,-,conservative,no,m,1,0.893232574977,3,206
109,001,1,recog,48,TIRADE,LF,target,right,yellow,imageability,liberal,no,z,1,0.746730045706,3,209
109,001,1,recog,49,HIVES,LF,target,left,aqua,pleasantness,conservative,no,z,1,0.666753186029,1,210
109,001,1,recog,50,LONGER,HF,lure,-,-,-,liberal,no,m,1,1.55962538597,1,211
109,001,1,recog,51,AGATE,LF,target,right,yellow,imageability,liberal,no,z,1,1.85296662332,3,214
109,001,1,recog,52,BROUGHT,HF,lure,-,-,-,conservative,no,m,1,0.786712976522,3,217
109,001,1,recog,53,BAWLED,LF,target,right,yellow,imageability,conservative,no,z,1,0.639821476885,1,218
109,001,1,recog,54,BLOOD,HF,target,right,yellow,imageability,liberal,no,z,1,0.600043112994,3,221
109,001,1,recog,55,ARRIVED,HF,lure,-,-,-,conservative,no,m,1,0.853370624594,3,224
109,001,1,recog,56,SECOND,HF,lure,-,-,-,conservative,no,m,1,0.893104995659,3,227
109,001,1,recog,57,ASKED,HF,target,right,yellow,imageability,conservative,no,m,0,0.679806973902,-1,226
109,001,1,recog,58,SIZZLING,LF,lure,-,-,-,liberal,no,m,1,0.653371284541,1,227
109,001,1,recog,59,VAGABOND,LF,target,right,yellow,imageability,liberal,no,z,1,0.719994471525,3,230
109,001,1,recog,60,SHORT,HF,lure,-,-,-,liberal,no,m,1,0.666802677966,1,231
109,001,1,recog,61,FRONT,HF,lure,-,-,-,conservative,no,z,0,0.600046779087,-3,228
109,001,1,recog,62,ANIMAL,HF,target,right,yellow,imageability,conservative,no,z,1,0.680084862281,1,229
109,001,1,recog,63,GABLE,LF,lure,-,-,-,conservative,no,z,0,1.33316542715,-3,226
109,001,1,recog,64,PLEASE,HF,lure,-,-,-,liberal,no,m,1,0.933252899675,1,227
109,001,1,recog,65,MAKES,HF,lure,-,-,-,conservative,no,m,1,0.586799789162,3,230
109,001,1,recog,66,ADMIRALS,LF,target,left,aqua,pleasantness,liberal,no,z,1,0.959697754239,3,233
109,001,1,recog,67,BEYOND,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.973403370008,3,236
109,001,1,recog,68,DETACH,LF,lure,-,-,-,conservative,no,m,1,0.826698106888,3,239
109,001,1,recog,69,DRUDGERY,LF,lure,-,-,-,liberal,no,m,1,0.560119206028,1,240
109,001,1,recog,70,STRAIGHT,HF,target,left,aqua,pleasantness,liberal,no,z,1,0.639997081831,3,243
