subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
115,001,0,source,0,CANNOT,HF,target,left,aqua,imageability,conservative,no,2,1,4.10559281508,-,-
115,001,0,source,1,DAPPER,LF,target,right,yellow,pleasantness,liberal,no,3,0,5.17146922295,-,-
115,001,0,source,2,UMPIRE,LF,target,left,aqua,imageability,liberal,no,1,1,1.9064176083,-,-
115,001,0,source,3,VIVACIOUS,LF,target,right,yellow,pleasantness,conservative,no,2,0,4.8919721789,-,-
115,001,0,source,4,OCCUPANCY,LF,target,left,aqua,imageability,liberal,no,1,1,1.77279656152,-,-
115,001,0,source,5,HAVING,HF,target,left,aqua,imageability,conservative,no,1,1,0.879907497634,-,-
115,001,0,source,6,CORNER,HF,target,left,aqua,imageability,liberal,no,1,1,2.18621637019,-,-
115,001,0,source,7,HALLMARK,LF,target,left,aqua,imageability,conservative,no,1,1,0.893129558304,-,-
115,001,0,source,8,ASSERTIVE,LF,target,right,yellow,pleasantness,liberal,no,8,1,4.61190102775,-,-
115,001,0,source,9,FATHER,HF,target,right,yellow,pleasantness,conservative,no,9,1,2.2392805844,-,-
115,001,0,source,10,COUNCIL,HF,target,right,yellow,pleasantness,liberal,no,9,1,2.65268609539,-,-
115,001,0,source,11,DIFFERENT,HF,target,right,yellow,pleasantness,liberal,no,9,1,3.97200842904,-,-
115,001,0,source,12,DURING,HF,target,left,aqua,imageability,liberal,no,1,1,2.1328889319,-,-
115,001,0,source,13,TALKING,HF,target,left,aqua,imageability,conservative,yes,2,1,1.74666405642,-,-
115,001,0,source,14,FISHY,LF,target,left,aqua,imageability,liberal,no,1,1,3.62575695253,-,-
115,001,0,source,15,FUTURE,HF,target,right,yellow,pleasantness,conservative,no,8,1,6.8911638097,-,-
115,001,0,source,16,FOUND,HF,target,left,aqua,imageability,conservative,no,2,1,2.65244010186,-,-
115,001,0,source,17,BAYING,LF,target,right,yellow,pleasantness,liberal,no,9,1,5.57154672374,-,-
115,001,0,source,18,GUSHED,LF,target,right,yellow,pleasantness,conservative,no,3,0,4.66521086888,-,-
115,001,0,source,19,YEOMAN,LF,target,right,yellow,pleasantness,conservative,no,9,1,2.31923178163,-,-
115,001,0,source,20,HOPPER,LF,target,left,aqua,imageability,conservative,no,3,1,4.35845656839,-,-
115,001,0,source,21,ALDER,LF,target,right,yellow,pleasantness,liberal,no,7,1,2.98563815708,-,-
115,001,0,source,22,SYSTEM,HF,target,left,aqua,imageability,liberal,no,1,1,3.27909707543,-,-
115,001,0,source,23,MACARONI,LF,target,right,yellow,pleasantness,liberal,no,9,1,1.43960840469,-,-
115,001,0,source,24,HUNDRED,HF,target,left,aqua,imageability,conservative,yes,8,0,0.613591820843,-,-
115,001,0,source,25,MYSELF,HF,target,right,yellow,pleasantness,liberal,yes,9,1,0.85340141965,-,-
115,001,0,source,26,INROADS,LF,target,left,aqua,imageability,liberal,no,1,1,2.34614369395,-,-
115,001,0,source,27,MERELY,HF,target,right,yellow,pleasantness,liberal,no,9,1,1.89296678464,-,-
115,001,0,source,28,WATCH,HF,target,left,aqua,imageability,liberal,no,2,1,2.63934378751,-,-
115,001,0,source,29,FUELLED,LF,target,left,aqua,imageability,liberal,no,2,1,1.97309835269,-,-
115,001,0,source,30,HADJI,LF,target,left,aqua,imageability,liberal,no,2,1,1.14674705633,-,-
115,001,0,source,31,SMALL,HF,target,right,yellow,pleasantness,liberal,no,2,0,2.10633446175,-,-
115,001,0,source,32,RUPTURE,LF,target,left,aqua,imageability,conservative,no,1,1,1.97295060992,-,-
115,001,0,source,33,BANALITY,LF,target,left,aqua,imageability,conservative,no,1,1,1.30678656193,-,-
115,001,0,source,34,ASPIRED,LF,target,left,aqua,imageability,conservative,no,2,1,1.87964427356,-,-
115,001,0,source,35,SOMEONE,HF,target,left,aqua,imageability,liberal,no,2,1,0.773459020997,-,-
115,001,0,source,36,INSIDE,HF,target,right,yellow,pleasantness,conservative,no,9,1,2.54583801674,-,-
115,001,0,source,37,WONDROUS,LF,target,left,aqua,imageability,conservative,no,3,1,4.15886086298,-,-
115,001,0,source,38,TRADE,HF,target,left,aqua,imageability,liberal,no,3,1,3.0658580775,-,-
115,001,0,source,39,ANOINTED,LF,target,right,yellow,pleasantness,conservative,no,8,1,3.05232989969,-,-
115,001,0,source,40,LANGUAGE,HF,target,right,yellow,pleasantness,conservative,no,9,1,0.98644176039,-,-
115,001,0,source,41,GETTING,HF,target,left,aqua,imageability,conservative,yes,9,0,0.866654641946,-,-
115,001,0,source,42,SUCCESS,HF,target,right,yellow,pleasantness,conservative,no,9,1,1.67949095836,-,-
115,001,0,source,43,MYRIADS,LF,target,right,yellow,pleasantness,liberal,no,9,1,0.919820772999,-,-
115,001,0,source,44,HAMLETS,LF,target,right,yellow,pleasantness,conservative,no,9,1,0.720144413967,-,-
115,001,0,source,45,PITCHER,LF,target,right,yellow,pleasantness,conservative,no,9,1,1.31996609615,-,-
115,001,0,source,46,PROBABLY,HF,target,right,yellow,pleasantness,conservative,no,8,1,2.27946844867,-,-
115,001,0,source,47,ALMOST,HF,target,right,yellow,pleasantness,liberal,no,8,1,1.18673621941,-,-
115,001,0,recog,0,FUELLED,LF,target,left,aqua,imageability,liberal,no,m,0,2.73292507939,-3,-3
115,001,0,recog,1,VIVACIOUS,LF,target,right,yellow,pleasantness,conservative,no,z,1,3.78557099461,1,-2
115,001,0,recog,2,MYRIADS,LF,target,right,yellow,pleasantness,liberal,no,z,1,1.41309426135,3,1
115,001,0,recog,3,HOPPER,LF,target,left,aqua,imageability,conservative,no,z,1,2.159340752,1,2
115,001,0,recog,4,HUNDRED,HF,target,left,aqua,imageability,conservative,no,z,1,0.893348789499,1,3
115,001,0,recog,5,MAJOR,HF,lure,-,-,-,liberal,no,z,0,5.49142175463,-1,2
115,001,0,recog,6,GETTING,HF,target,left,aqua,imageability,conservative,no,z,1,2.25282049364,1,3
115,001,0,recog,7,SEPULCHRE,LF,lure,-,-,-,conservative,no,m,1,3.21254647665,3,6
115,001,0,recog,8,HALLMARK,LF,target,left,aqua,imageability,conservative,no,z,1,1.11991799727,1,7
115,001,0,recog,9,ASSERTIVE,LF,target,right,yellow,pleasantness,liberal,no,z,1,2.38618674832,3,10
115,001,0,recog,10,SMALL,HF,target,right,yellow,pleasantness,liberal,no,z,1,1.29317846372,3,13
115,001,0,recog,11,NEITHER,HF,lure,-,-,-,liberal,no,m,1,1.3999330575,1,14
115,001,0,recog,12,ORCHARDS,LF,lure,-,-,-,conservative,no,m,1,0.880036176813,3,17
115,001,0,recog,13,BRACES,LF,lure,-,-,-,liberal,no,m,1,2.17322343911,1,18
