subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
8,001,0,recog,19,HOWEVER,HF,lure,-,-,-,conservative,no,m,1,1.38634218986,3,24
8,001,0,recog,20,JOTTED,LF,lure,-,-,-,liberal,no,z,0,1.47965915792,-1,23
8,001,0,recog,21,STUDENT,HF,target,right,aqua,pleasantness,liberal,no,z,1,1.75943665649,3,26
8,001,0,recog,22,LITANY,LF,target,right,aqua,pleasantness,conservative,no,m,0,1.74623292615,-1,25
8,001,0,recog,23,BESOTTED,LF,lure,-,-,-,liberal,no,m,1,1.57302525127,1,26
8,001,0,recog,24,HUMAN,HF,target,left,yellow,imageability,liberal,no,z,1,0.919935887796,3,29
8,001,0,recog,25,AHEAD,HF,lure,-,-,-,conservative,no,m,1,1.51967398345,3,32
8,001,0,recog,26,SIESTA,LF,lure,-,-,-,conservative,no,m,1,2.7058995188,3,35
8,001,0,recog,27,LANGUAGE,HF,lure,-,-,-,liberal,no,m,1,2.03951733932,1,36
8,001,0,recog,28,VERBALLY,LF,target,right,aqua,pleasantness,conservative,no,z,1,1.43958530843,1,37
8,001,0,recog,29,USELESSLY,LF,lure,-,-,-,liberal,yes,z,0,0.759975202614,-1,36
8,001,0,recog,30,EVIDENCE,HF,lure,-,-,-,liberal,no,m,1,2.06614696409,1,37
8,001,0,recog,31,LIQUEUR,LF,target,left,yellow,imageability,liberal,no,z,1,0.706493056146,3,40
8,001,0,recog,32,FIELD,HF,target,right,aqua,pleasantness,conservative,no,m,0,2.47934240906,-1,39
8,001,0,recog,33,JUNCTURE,LF,target,right,aqua,pleasantness,conservative,no,z,1,1.14650839497,1,40
8,001,0,recog,34,VACATED,LF,lure,-,-,-,conservative,no,z,0,1.65292219049,-3,37
8,001,0,recog,35,OBTAINS,LF,target,left,yellow,imageability,liberal,no,z,1,1.99956447049,3,40
8,001,0,recog,36,NEGATION,LF,target,left,yellow,imageability,conservative,no,z,1,1.78630164301,1,41
8,001,0,recog,37,LAMENT,LF,target,right,aqua,pleasantness,liberal,no,m,0,1.42639734223,-3,38
8,001,0,recog,38,TAMING,LF,target,left,yellow,imageability,liberal,no,z,1,1.55977936101,3,41
8,001,0,recog,39,LUXURIANT,LF,lure,-,-,-,liberal,no,m,1,1.10630989913,1,42
8,001,0,recog,40,CRICKETER,LF,lure,-,-,-,conservative,no,m,1,1.50639326568,3,45
8,001,0,recog,41,MILES,HF,target,right,aqua,pleasantness,liberal,no,z,1,0.746783936978,3,48
8,001,0,recog,42,MARKET,HF,target,right,aqua,pleasantness,liberal,no,z,1,1.19985563005,3,51
8,001,0,recog,43,BANALITY,LF,lure,-,-,-,conservative,no,m,1,3.29238879145,3,54
8,001,0,recog,44,ITSELF,HF,lure,-,-,-,conservative,no,m,1,0.759950639913,3,57
8,001,0,recog,45,CHURCH,HF,lure,-,-,-,conservative,no,m,1,1.11989380117,3,60
8,001,0,recog,46,JUBILANT,LF,lure,-,-,-,liberal,no,m,1,1.2531251444,1,61
8,001,0,recog,47,DRINK,HF,target,right,aqua,pleasantness,liberal,no,z,1,1.18649719143,3,64
8,001,0,recog,48,TOILED,LF,target,left,yellow,imageability,liberal,no,z,1,0.760014429688,3,67
8,001,0,recog,49,LIZARD,LF,target,left,yellow,imageability,liberal,no,z,1,0.800064816256,3,70
8,001,0,recog,50,KINDEST,LF,target,right,aqua,pleasantness,liberal,no,z,1,0.933274529525,3,73
8,001,0,recog,51,NEEDED,HF,target,left,yellow,imageability,conservative,no,m,0,1.71957653924,-1,72
8,001,0,recog,52,NATIONAL,HF,target,left,yellow,imageability,conservative,no,z,1,1.8661765859,1,73
8,001,0,recog,53,ATTACK,HF,lure,-,-,-,liberal,no,z,0,1.14646476868,-1,72
8,001,0,recog,54,FAKING,LF,target,left,yellow,imageability,liberal,no,z,1,0.760044858092,3,75
8,001,0,recog,55,SMALL,HF,lure,-,-,-,liberal,no,m,1,1.78624665202,1,76
8,001,0,recog,56,OPENED,HF,lure,-,-,-,liberal,no,m,1,1.17317614681,1,77
8,001,0,recog,57,PHYSICAL,HF,target,left,yellow,imageability,liberal,no,z,1,1.13313309243,3,80
8,001,0,recog,58,CELLO,LF,lure,-,-,-,conservative,no,m,1,1.439746249,3,83
8,001,0,recog,59,EARLIER,HF,lure,-,-,-,conservative,no,m,1,1.43974148319,3,86
8,001,0,recog,60,RUGGER,LF,target,left,yellow,imageability,conservative,no,m,0,1.11988500261,-1,85
8,001,0,recog,61,SUING,LF,target,left,yellow,imageability,conservative,no,z,1,0.786651019822,1,86
8,001,0,recog,62,POOLED,LF,lure,-,-,-,conservative,no,z,0,1.30629604135,-3,83
8,001,0,recog,63,BLEACH,LF,target,left,yellow,imageability,conservative,no,z,1,1.41306199995,1,84
8,001,0,recog,64,ACCORDING,HF,target,right,aqua,pleasantness,conservative,no,z,1,1.09320221981,1,85
8,001,0,recog,65,JEALOUSLY,LF,lure,-,-,-,liberal,no,m,1,0.853278972791,1,86
8,001,0,recog,66,RUNNING,HF,target,right,aqua,pleasantness,conservative,no,m,0,2.30589460628,-1,85
8,001,0,recog,67,VOWEL,LF,lure,-,-,-,liberal,no,z,0,0.720067059854,-1,84
8,001,0,recog,68,ENMESHED,LF,target,right,aqua,pleasantness,liberal,no,z,1,1.3197563967,3,87
8,001,0,recog,69,MEETING,HF,lure,-,-,-,conservative,no,z,0,1.55980172416,-3,84
8,001,0,recog,70,SHORT,HF,lure,-,-,-,liberal,no,z,0,0.839943263913,-1,83
8,001,0,recog,71,EXACTLY,HF,target,left,yellow,imageability,conservative,no,z,1,1.7460881162,1,84
8,001,0,recog,72,BIDDER,LF,lure,-,-,-,liberal,no,m,1,1.7462857177,1,85
8,001,0,recog,73,MOPED,LF,lure,-,-,-,conservative,no,m,1,1.30642728671,3,88
8,001,0,recog,74,LATER,HF,target,left,yellow,imageability,liberal,no,z,1,1.70632551657,3,91
8,001,0,recog,75,SEVEN,HF,lure,-,-,-,conservative,no,m,1,0.999953074148,3,94
8,001,0,recog,76,MOUTH,HF,target,left,yellow,imageability,conservative,no,m,0,1.01337200298,-1,93
8,001,0,recog,77,MUSIC,HF,lure,-,-,-,liberal,no,z,0,0.626805082895,-1,92
8,001,0,recog,78,WESTERN,HF,target,left,yellow,imageability,conservative,no,m,0,1.01306002017,-1,91
8,001,0,recog,79,UGLIEST,LF,lure,-,-,-,liberal,no,z,0,0.733326147776,-1,90
8,001,0,recog,80,WITHIN,HF,lure,-,-,-,liberal,yes,m,1,1.04001959157,1,91
8,001,0,recog,81,NORTH,HF,target,left,yellow,imageability,liberal,no,z,1,1.63964990468,3,94
8,001,0,recog,82,ORBITAL,LF,target,left,yellow,imageability,conservative,no,z,1,1.23989391851,1,95
8,001,0,recog,83,ALONE,HF,lure,-,-,-,conservative,no,m,1,0.933312290115,3,98
8,001,0,recog,84,ENGULF,LF,lure,-,-,-,conservative,no,m,1,0.919940287014,3,101
8,001,0,recog,85,LICENSING,LF,target,right,aqua,pleasantness,conservative,no,z,1,1.09322128352,1,102
8,001,0,recog,86,WHETHER,HF,target,right,aqua,pleasantness,liberal,no,m,0,2.49271991116,-3,99
8,001,0,recog,87,RUDIMENTS,LF,lure,-,-,-,conservative,no,z,0,2.13281964313,-3,96
8,001,0,recog,88,GIVEN,HF,lure,-,-,-,liberal,no,z,0,1.05318886065,-1,95
8,001,0,recog,89,PASSED,HF,target,right,aqua,pleasantness,conservative,no,z,1,0.759980335133,1,96
8,001,0,recog,90,EVENING,HF,lure,-,-,-,conservative,no,m,1,1.21314697945,3,99
8,001,0,recog,91,HERSELF,HF,lure,-,-,-,liberal,no,m,1,0.87986973708,1,100
8,001,0,recog,92,SHRED,LF,target,right,aqua,pleasantness,conservative,no,z,1,0.91985046817,1,101
8,001,0,recog,93,SOLEMNITY,LF,lure,-,-,-,conservative,no,m,1,0.893256037845,3,104
8,001,0,recog,94,HUBBUB,LF,target,right,aqua,pleasantness,liberal,no,z,1,1.17317761318,3,107
8,001,0,recog,95,KRAALS,LF,target,right,aqua,pleasantness,conservative,no,m,0,0.799975364003,-1,106
8,001,1,source,0,HOARD,LF,target,left,yellow,imageability,liberal,no,3,1,2.03962878801,-,-
8,001,1,source,1,SAFARI,LF,target,left,yellow,imageability,liberal,no,7,0,2.01267324947,-,-
8,001,1,source,2,FIVER,LF,target,left,yellow,imageability,conservative,no,3,1,0.973280556616,-,-
8,001,1,source,3,ERRANT,LF,target,left,yellow,imageability,liberal,no,3,1,0.893266669475,-,-
8,001,1,source,4,TAKEN,HF,target,left,yellow,imageability,conservative,no,7,0,1.54642092239,-,-
8,001,1,source,5,FAMILY,HF,target,right,aqua,pleasantness,liberal,no,3,0,0.773323742789,-,-
8,001,1,source,6,FRIEND,HF,target,left,yellow,imageability,liberal,no,7,0,1.69301693654,-,-
8,001,1,source,7,BECAME,HF,target,left,yellow,imageability,conservative,no,3,1,0.826528001111,-,-
8,001,1,source,8,AROUND,HF,target,left,yellow,imageability,conservative,no,3,1,0.679736585356,-,-
8,001,1,source,9,INSIDE,HF,target,right,aqua,pleasantness,liberal,no,3,0,1.10648183781,-,-
8,001,1,source,10,ASKED,HF,target,left,yellow,imageability,liberal,no,7,0,0.906597612542,-,-
8,001,1,source,11,SEABED,LF,target,right,aqua,pleasantness,liberal,no,3,0,0.733128179912,-,-
8,001,1,source,12,ENDEARING,LF,target,right,aqua,pleasantness,conservative,no,3,0,0.946708855801,-,-
8,001,1,source,13,ALREADY,HF,target,left,yellow,imageability,liberal,no,3,1,0.959786473191,-,-
8,001,1,source,14,AFTERNOON,HF,target,right,aqua,pleasantness,conservative,no,3,0,0.919695026707,-,-
8,001,1,source,15,CLUBBED,LF,target,right,aqua,pleasantness,conservative,yes,7,1,0.759830759373,-,-
8,001,1,source,16,POUNDS,HF,target,left,yellow,imageability,liberal,no,3,1,1.17312445515,-,-
8,001,1,source,17,PAGANISM,LF,target,left,yellow,imageability,conservative,no,3,1,0.853376123705,-,-
8,001,1,source,18,TRYING,HF,target,left,yellow,imageability,conservative,no,7,0,1.51949727873,-,-
8,001,1,source,19,ZIPPED,LF,target,right,aqua,pleasantness,liberal,no,7,1,0.919715190073,-,-
8,001,1,source,20,HYENA,LF,target,right,aqua,pleasantness,liberal,no,7,1,0.773262885981,-,-
8,001,1,source,21,METABOLIC,LF,target,left,yellow,imageability,liberal,no,3,1,1.06630973774,-,-
8,001,1,source,22,MERELY,HF,target,left,yellow,imageability,liberal,no,7,0,0.986380170332,-,-
8,001,1,source,23,DANDELION,LF,target,right,aqua,pleasantness,conservative,no,7,1,1.10644884326,-,-
8,001,1,source,24,MINISTER,HF,target,right,aqua,pleasantness,conservative,no,3,0,1.13297031878,-,-
8,001,1,source,25,DEPARTS,LF,target,left,yellow,imageability,conservative,no,7,0,0.839758860413,-,-
8,001,1,source,26,MEMBERS,HF,target,right,aqua,pleasantness,liberal,no,3,0,0.640008446644,-,-
8,001,1,source,27,AFRAID,HF,target,left,yellow,imageability,conservative,yes,7,0,0.653296863195,-,-
8,001,1,source,28,SKETCHY,LF,target,left,yellow,imageability,conservative,no,3,1,0.773299180204,-,-
8,001,1,source,29,BUBBLED,LF,target,right,aqua,pleasantness,conservative,no,3,0,1.41307923035,-,-
8,001,1,source,30,COILING,LF,target,right,aqua,pleasantness,conservative,no,3,0,0.680031704251,-,-
8,001,1,source,31,SOUND,HF,target,left,yellow,imageability,conservative,no,3,1,0.600003152853,-,-
8,001,1,source,32,BOGEY,LF,target,right,aqua,pleasantness,liberal,no,3,0,1.03983372159,-,-
8,001,1,source,33,ANYONE,HF,target,right,aqua,pleasantness,conservative,no,7,1,0.693393442314,-,-
8,001,1,source,34,IGNOBLE,LF,target,right,aqua,pleasantness,liberal,no,7,1,1.29313557071,-,-
8,001,1,source,35,SEEMED,HF,target,right,aqua,pleasantness,liberal,no,7,1,0.986348642036,-,-
8,001,1,source,36,VAULTED,LF,target,left,yellow,imageability,conservative,no,7,0,1.25313980866,-,-
8,001,1,source,37,DENIALS,LF,target,left,yellow,imageability,liberal,no,3,1,1.09320295299,-,-
8,001,1,source,38,KENNEL,LF,target,left,yellow,imageability,liberal,no,3,1,1.27962682303,-,-
8,001,1,source,39,WELCOMES,LF,target,right,aqua,pleasantness,conservative,no,7,1,0.706725851749,-,-
8,001,1,source,40,POWER,HF,target,right,aqua,pleasantness,conservative,no,3,0,0.759940374992,-,-
8,001,1,source,41,CARRIED,HF,target,right,aqua,pleasantness,conservative,yes,7,1,0.826665478759,-,-
8,001,1,source,42,BLOOD,HF,target,left,yellow,imageability,liberal,no,3,1,0.680144619197,-,-
8,001,1,source,43,NEARLY,HF,target,right,aqua,pleasantness,liberal,no,3,0,0.600047878921,-,-
8,001,1,source,44,BOUGH,LF,target,left,yellow,imageability,conservative,no,7,0,0.74666442303,-,-
8,001,1,source,45,SHEARING,LF,target,right,aqua,pleasantness,liberal,no,7,1,0.706639332348,-,-
8,001,1,source,46,TOWARDS,HF,target,right,aqua,pleasantness,conservative,no,3,0,0.573450882337,-,-
8,001,1,source,47,FINAL,HF,target,right,aqua,pleasantness,liberal,yes,7,1,0.626665405463,-,-
8,001,1,recog,0,AFTERNOON,HF,target,right,aqua,pleasantness,conservative,no,z,1,1.10659585276,1,107
8,001,1,recog,1,IGNOBLE,LF,target,right,aqua,pleasantness,liberal,no,z,1,0.546691845171,3,110
8,001,1,recog,2,SOPHISTS,LF,lure,-,-,-,liberal,no,m,1,0.733317715814,1,111
8,001,1,recog,3,SEEMED,HF,target,right,aqua,pleasantness,liberal,no,z,1,0.586730133742,3,114
8,001,1,recog,4,SHEARING,LF,target,right,aqua,pleasantness,liberal,no,z,1,0.613388720318,3,117
8,001,1,recog,5,POWER,HF,target,right,aqua,pleasantness,conservative,no,z,1,0.693385376944,1,118
8,001,1,recog,6,CHIEF,HF,lure,-,-,-,liberal,no,m,1,0.706678192713,1,119
8,001,1,recog,7,DOCTOR,HF,lure,-,-,-,conservative,no,m,1,0.946588975145,3,122
8,001,1,recog,8,DANDELION,LF,target,right,aqua,pleasantness,conservative,no,z,1,0.626863373443,1,123
8,001,1,recog,9,EIGHT,HF,lure,-,-,-,conservative,no,m,1,0.893227809109,3,126
8,001,1,recog,10,TESTIFIES,LF,lure,-,-,-,conservative,no,z,0,0.733367574518,-3,123
8,001,1,recog,11,AROUND,HF,target,left,yellow,imageability,conservative,no,z,1,0.959952912992,1,124
8,001,1,recog,12,PAGANISM,LF,target,left,yellow,imageability,conservative,no,z,1,0.706754813786,1,125
8,001,1,recog,13,GLASS,HF,lure,-,-,-,conservative,yes,m,1,1.106514466,3,128
8,001,1,recog,14,MERELY,HF,target,left,yellow,imageability,liberal,no,z,1,1.17320510873,3,131
8,001,1,recog,15,EXCEPT,HF,lure,-,-,-,conservative,no,z,0,1.99951314542,-3,128
8,001,1,recog,16,TATTERS,LF,lure,-,-,-,liberal,no,z,0,1.91958174494,-1,127
8,001,1,recog,17,CARRIED,HF,target,right,aqua,pleasantness,conservative,no,z,1,1.59975789243,1,128
8,001,1,recog,18,WELCOMES,LF,target,right,aqua,pleasantness,conservative,no,z,1,0.906608244171,1,129
8,001,1,recog,19,FORCE,HF,lure,-,-,-,liberal,no,z,0,0.706685891608,-1,128
8,001,1,recog,20,POUNDS,HF,target,left,yellow,imageability,liberal,no,z,1,0.600054844515,3,131
8,001,1,recog,21,ZIPPED,LF,target,right,aqua,pleasantness,liberal,no,z,1,0.573393324856,3,134
8,001,1,recog,22,ERRANT,LF,target,left,yellow,imageability,liberal,no,z,1,1.47972698009,3,137
8,001,1,recog,23,DUGOUTS,LF,lure,-,-,-,liberal,no,m,1,0.920051369118,1,138
8,001,1,recog,24,TAKEN,HF,target,left,yellow,imageability,conservative,no,z,1,0.759955405956,1,139
8,001,1,recog,25,GOVERNS,LF,lure,-,-,-,liberal,no,m,1,1.34642304876,1,140
8,001,1,recog,26,HOARD,LF,target,left,yellow,imageability,liberal,no,z,1,0.706780476263,3,143
8,001,1,recog,27,PRACTICE,HF,lure,-,-,-,liberal,no,z,0,1.15990972659,-1,142
8,001,1,recog,28,HYENA,LF,target,right,aqua,pleasantness,liberal,no,z,1,0.840098338784,3,145
8,001,1,recog,29,ASKED,HF,target,left,yellow,imageability,liberal,no,z,1,0.78669574589,3,148
8,001,1,recog,30,INSIDE,HF,target,right,aqua,pleasantness,liberal,no,z,1,0.853398853331,3,151
8,001,1,recog,31,CLUBBED,LF,target,right,aqua,pleasantness,conservative,no,z,1,0.906562784803,1,152
8,001,1,recog,32,SEABED,LF,target,right,aqua,pleasantness,liberal,no,m,0,1.90603303723,-3,149
8,001,1,recog,33,LAUNCHER,LF,lure,-,-,-,liberal,no,z,0,0.613425747724,-1,148
8,001,1,recog,34,PEOPLED,LF,lure,-,-,-,liberal,no,m,1,0.853241945384,1,149
8,001,1,recog,35,DERANGED,LF,lure,-,-,-,liberal,yes,m,1,0.706892291433,1,150
8,001,1,recog,36,SOUND,HF,target,left,yellow,imageability,conservative,no,m,0,0.973204668844,-1,149
8,001,1,recog,37,DEBACLE,LF,lure,-,-,-,liberal,no,m,1,0.906673500198,1,150
8,001,1,recog,38,BLOOD,HF,target,left,yellow,imageability,liberal,no,z,1,0.613464241498,3,153
8,001,1,recog,39,TRYING,HF,target,left,yellow,imageability,conservative,no,z,1,1.2397593736,1,154
8,001,1,recog,40,MINISTER,HF,target,right,aqua,pleasantness,conservative,no,m,0,1.29318836203,-1,153
8,001,1,recog,41,NEARLY,HF,target,right,aqua,pleasantness,liberal,no,z,1,0.666654935223,3,156
8,001,1,recog,42,JABBED,LF,lure,-,-,-,liberal,no,z,0,0.799977563671,-1,155
8,001,1,recog,43,LARGE,HF,lure,-,-,-,liberal,yes,m,1,0.586646547308,1,156
8,001,1,recog,44,MEMBERS,HF,target,right,aqua,pleasantness,liberal,no,z,1,0.893272901769,3,159
8,001,1,recog,45,ARTIFACTS,LF,lure,-,-,-,conservative,no,z,0,0.666702960734,-3,156
8,001,1,recog,46,WANTED,HF,lure,-,-,-,conservative,no,z,0,1.51969158056,-3,153
8,001,1,recog,47,JADED,LF,lure,-,-,-,conservative,no,m,1,1.14645853639,3,156
8,001,1,recog,48,BECAME,HF,target,left,yellow,imageability,conservative,no,z,1,2.13285593723,1,157
8,001,1,recog,49,YARDSTICK,LF,lure,-,-,-,conservative,no,m,1,0.786715909373,3,160
8,001,1,recog,50,ACORNS,LF,lure,-,-,-,conservative,no,z,0,1.81298772525,-3,157
8,001,1,recog,51,SAFARI,LF,target,left,yellow,imageability,liberal,no,z,1,0.933223937755,3,160
8,001,1,recog,52,FIVER,LF,target,left,yellow,imageability,conservative,no,z,1,0.800095244544,1,161
8,001,1,recog,53,DURING,HF,lure,-,-,-,liberal,no,m,1,2.03946088185,1,162
8,001,1,recog,54,POACHED,LF,lure,-,-,-,conservative,no,z,0,1.09326234343,-3,159
8,001,1,recog,55,TWENTY,HF,lure,-,-,-,conservative,no,m,1,1.31981285417,3,162
8,001,1,recog,56,ADOPTIVE,LF,lure,-,-,-,conservative,no,m,1,3.41229285777,3,165
8,001,1,recog,57,FAMILY,HF,target,right,aqua,pleasantness,liberal,no,z,1,2.06621735264,3,168
8,001,1,recog,58,BEGAN,HF,lure,-,-,-,conservative,no,m,1,1.25307968503,3,171
8,001,1,recog,59,VAULTED,LF,target,left,yellow,imageability,conservative,no,m,0,1.45283816417,-1,170
8,001,1,recog,60,FRIEND,HF,target,left,yellow,imageability,liberal,no,z,1,0.839744929224,3,173
8,001,1,recog,61,AIRBED,LF,lure,-,-,-,conservative,no,m,1,0.786606293754,3,176
8,001,1,recog,62,TAILED,LF,lure,-,-,-,liberal,no,z,0,1.18646712962,-1,175
8,001,1,recog,63,ENOUGH,HF,lure,-,-,-,liberal,no,z,0,0.893234041403,-1,174
8,001,1,recog,64,KENNEL,LF,target,left,yellow,imageability,liberal,no,z,1,0.666749153286,3,177
8,001,1,recog,65,DENIALS,LF,target,left,yellow,imageability,liberal,no,z,1,0.813039416913,3,180
8,001,1,recog,66,TROUBLE,HF,lure,-,-,-,liberal,no,m,1,0.866632278892,1,181
8,001,1,recog,67,TAVERNS,LF,lure,-,-,-,conservative,no,m,1,1.1464640355,3,184
8,001,1,recog,68,PILGRIM,LF,lure,-,-,-,conservative,no,m,1,1.00002822874,3,187
8,001,1,recog,69,GREATER,HF,lure,-,-,-,liberal,no,m,1,0.906523557846,1,188
8,001,1,recog,70,FINAL,HF,target,right,aqua,pleasantness,liberal,no,m,0,1.19981273694,-3,185
