subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
2,001,0,source,0,GOBBLE,LF,target,right,aqua,imageability,liberal,no,1,0,7.97030073203,-,-
2,001,0,source,1,ANSWER,HF,target,right,aqua,imageability,conservative,no,1,0,4.91837540473,-,-
2,001,0,source,2,SHUNNED,LF,target,left,yellow,pleasantness,liberal,no,1,1,3.09244709181,-,-
2,001,0,source,3,SEDAN,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.74609640787,-,-
2,001,0,source,4,SORRY,HF,target,right,aqua,imageability,liberal,no,9,1,2.58576977898,-,-
2,001,0,source,5,TOTAL,HF,target,right,aqua,imageability,liberal,yes,9,1,3.11780027745,-,-
2,001,0,source,6,RIVER,HF,target,left,yellow,pleasantness,liberal,no,1,1,1.38656046902,-,-
2,001,0,source,7,PENALIZED,LF,target,left,yellow,pleasantness,conservative,no,1,1,1.89302185249,-,-
2,001,0,source,8,TAGGED,LF,target,left,yellow,pleasantness,conservative,yes,9,0,1.34626416555,-,-
2,001,0,source,9,HIMSELF,HF,target,left,yellow,pleasantness,conservative,no,1,1,1.19985783123,-,-
2,001,0,source,10,PLEASE,HF,target,left,yellow,pleasantness,conservative,yes,9,0,1.86623011544,-,-
2,001,0,source,11,POINT,HF,target,right,aqua,imageability,conservative,no,9,1,1.89299912308,-,-
2,001,0,source,12,AXIOM,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.27984407628,-,-
2,001,0,source,13,MAILBOX,LF,target,left,yellow,pleasantness,liberal,no,2,1,2.26590875097,-,-
2,001,0,source,14,BEHIND,HF,target,left,yellow,pleasantness,liberal,no,1,1,2.75924170303,-,-
2,001,0,source,15,OCCUPANCY,LF,target,right,aqua,imageability,liberal,yes,9,1,0.666512693273,-,-
2,001,0,source,16,MODERN,HF,target,right,aqua,imageability,conservative,no,1,0,3.46532225898,-,-
2,001,0,source,17,HERSELF,HF,target,left,yellow,pleasantness,liberal,no,7,0,4.11847556076,-,-
2,001,0,source,18,LIKELY,HF,target,right,aqua,imageability,liberal,no,7,1,1.79940382968,-,-
2,001,0,source,19,SYSTEM,HF,target,left,yellow,pleasantness,liberal,no,1,1,2.22613925647,-,-
2,001,0,source,20,HOEING,LF,target,left,yellow,pleasantness,conservative,no,1,1,0.826690481218,-,-
2,001,0,source,21,TWENTY,HF,target,right,aqua,imageability,conservative,no,9,1,1.78634248668,-,-
2,001,0,source,22,VOICE,HF,target,left,yellow,pleasantness,conservative,no,1,1,1.15988340548,-,-
2,001,0,source,23,WIRING,LF,target,right,aqua,imageability,liberal,no,7,1,2.30603311748,-,-
2,001,0,source,24,UNION,HF,target,left,yellow,pleasantness,conservative,no,7,0,1.19986919594,-,-
2,001,0,source,25,EATERS,LF,target,right,aqua,imageability,liberal,no,1,0,1.31987862497,-,-
2,001,0,source,26,CAMPANILE,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.29295711034,-,-
2,001,0,source,27,TELEPHONE,HF,target,right,aqua,imageability,liberal,no,8,1,1.82642616023,-,-
2,001,0,source,28,KERNEL,LF,target,right,aqua,imageability,conservative,no,3,0,3.3057262705,-,-
2,001,0,source,29,VANDALS,LF,target,left,yellow,pleasantness,liberal,no,1,1,1.09325545212,-,-
2,001,0,source,30,QUESTION,HF,target,right,aqua,imageability,conservative,no,1,0,1.5195150278,-,-
2,001,0,source,31,ARPEGGIO,LF,target,right,aqua,imageability,conservative,no,8,1,4.87848639755,-,-
2,001,0,source,32,ZIPPED,LF,target,right,aqua,imageability,conservative,no,2,0,2.06593397328,-,-
2,001,0,source,33,VESTIBULE,LF,target,left,yellow,pleasantness,conservative,no,9,0,1.94600922961,-,-
2,001,0,source,34,DOUBT,HF,target,left,yellow,pleasantness,liberal,no,8,0,1.67283220126,-,-
2,001,0,source,35,LIGHT,HF,target,left,yellow,pleasantness,conservative,no,8,0,1.53286525422,-,-
2,001,0,source,36,HASSLE,LF,target,right,aqua,imageability,conservative,no,2,0,1.33318375918,-,-
2,001,0,source,37,EGGSHELL,LF,target,left,yellow,pleasantness,conservative,no,1,1,1.03930354168,-,-
2,001,0,source,38,TULIPS,LF,target,right,aqua,imageability,conservative,no,1,0,3.26573094836,-,-
2,001,0,source,39,DUNGEON,LF,target,right,aqua,imageability,liberal,no,9,1,1.53316843516,-,-
2,001,0,source,40,TOYED,LF,target,right,aqua,imageability,liberal,no,1,0,1.1466468261,-,-
