subj,session,cycle,task,trial,item,wf,type,source,colour,encoding,bias,null,response,corr,rt,points,total
105,001,0,source,0,ROLLERS,LF,target,right,yellow,imageability,liberal,no,8,1,4.94505936041,-,-
105,001,0,source,1,JEOPARDY,LF,target,right,yellow,imageability,conservative,no,2,0,4.75846010476,-,-
105,001,0,source,2,BETTER,HF,target,right,yellow,imageability,conservative,no,1,0,3.0791529557,-,-
105,001,0,source,3,PHOBIC,LF,target,left,aqua,pleasantness,conservative,yes,None,-1,-1,-,-
105,001,0,source,4,LATER,HF,target,right,yellow,imageability,conservative,no,2,0,4.06541302996,-,-
105,001,0,source,5,INDEED,HF,target,right,yellow,imageability,conservative,yes,7,1,1.49319804204,-,-
105,001,0,source,6,WRONG,HF,target,right,yellow,imageability,conservative,no,8,1,2.34644306797,-,-
105,001,0,source,7,ROBBERIES,LF,target,left,aqua,pleasantness,conservative,no,1,1,2.94588238486,-,-
105,001,0,source,8,UNLESS,HF,target,left,aqua,pleasantness,conservative,no,1,1,1.67971994439,-,-
105,001,0,source,9,TEMERITY,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.31984196464,-,-
105,001,0,source,10,MEETING,HF,target,left,aqua,pleasantness,liberal,no,3,1,2.47915383555,-,-
105,001,0,source,11,OMELETTE,LF,target,left,aqua,pleasantness,conservative,no,1,1,1.23988101523,-,-
105,001,0,source,12,HOSPITAL,HF,target,left,aqua,pleasantness,liberal,yes,8,0,1.39988796603,-,-
105,001,0,source,13,HIGHER,HF,target,left,aqua,pleasantness,conservative,no,1,1,2.03967087821,-,-
105,001,0,source,14,SKYLIGHT,LF,target,right,yellow,imageability,liberal,no,9,1,2.0261890412,-,-
105,001,0,source,15,RAFTERS,LF,target,left,aqua,pleasantness,liberal,no,1,1,1.34650245771,-,-
105,001,0,source,16,EITHER,HF,target,right,yellow,imageability,liberal,no,7,1,3.10555865946,-,-
105,001,0,source,17,MOLARS,LF,target,right,yellow,imageability,conservative,no,2,0,1.67968401727,-,-
105,001,0,source,18,CAUGHT,HF,target,left,aqua,pleasantness,conservative,no,1,1,0.919993225171,-,-
105,001,0,source,19,SCUFFED,LF,target,left,aqua,pleasantness,liberal,no,1,1,0.946800359565,-,-
105,001,0,source,20,CULINARY,LF,target,left,aqua,pleasantness,liberal,no,1,1,0.773378660168,-,-
